regcode,sepa,name,name_before_quotes,name_in_quotes,name_after_quotes,without_quotes,regtype,regtype_text,type,type_text,registered,terminated,closed,address,index,addressid,region,city,atvk,reregistration_term,,,,,,,,,,,,,,,,,,,,,,,,,
48502008075,LV38ZZZ48502008075,"Individuālais komersants ""ZELTA ŠARPĪTES""",Individuālais komersants,ZELTA ŠARPĪTES,,0,K,Komercreģistrs,IK,Individuālais komersants,01/06/2004,, ,Dobeles nov.,,,,,,,,,,,,, Dobele, Zaļā iela 44 - 1,3701,115812120,100015813,100003198,460100,,,,,,,,,,,,
43603038631,LV36ZZZ43603038631,"Sabiedrība ar ierobežotu atbildību ""DARVOZ""",Sabiedrība ar ierobežotu atbildību,DARVOZ,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/03/2009,20/09/2019,L,Rīga,,,,,,,,,,,,, Vestienas iela 2,1035,102021020,0,100003003,10000,,,,,,,,,,,,,
40003369925,,"Sabiedrība ar ierobežotu atbildību ""LETEKS PLUS""",Sabiedrība ar ierobežotu atbildību,LETEKS PLUS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,08/12/1997,27/03/2012,L,Rīga,,,,,,,,,,,,, Maskavas iela 451,1063,101944261,0,100003003,10000,,,,,,,,,,,,,
40103208926,,"SIA ""999""",SIA,999,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,08/01/2009,20/12/2013,L,Rīga,,,,,,,,,,,,, Aglonas iela 15,1057,103795421,0,100003003,10000,,,,,,,,,,,,,
44102037867,LV79ZZZ44102037867,"IK ""Ciparu birojs""",IK,Ciparu birojs,,0,K,Komercreģistrs,IK,Individuālais komersants,06/11/2017,14/05/2018,L,Alūksnes nov.,,,,,,,,,,,,, Alūksne, Ganību iela 1 - 3,4301,110114145,100015694,100003108,360201,,,,,,,,,,,,
40002091413,LV64ZZZ40002091413,"Individuālais komersants ""Servigo""",Individuālais komersants,Servigo,,0,K,Komercreģistrs,IK,Individuālais komersants,30/07/2002,, ,Ogres nov.,,,,,,,,,,,,, Ogre, Mālkalnes prospekts 37 - 33,5001,114276017,100015356,100003470,740201,,,,,,,,,,,,
41503086942,LV44ZZZ41503086942,SIA RM tehnika,SIA,RM tehnika,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,11/11/2019,, ,Krāslavas nov.,,,,,,,,,,,,, Krāslava, Nometņu iela 11A,5601,102232691,100015315,100003261,600201,,,,,,,,,,,,
44102037871,LV68ZZZ44102037871,Alise un Partneri IK,,Alise un Partneri,IK,1,K,Komercreģistrs,IK,Individuālais komersants,17/11/2017,08/01/2021,L,Valmiera,,,,,,,,,,,,, Voldemāra Baloža iela 7A - 2,4201,114415712,0,100003735,250000,,,,,,,,,,,,,
44102037886,LV51ZZZ44102037886,"IK ""VALKRĪG""",IK,VALKRĪG,,0,K,Komercreģistrs,IK,Individuālais komersants,21/11/2017,03/01/2019,L,Valmiera,,,,,,,,,,,,, Linarda Laicena iela 13 - 45,4201,114386293,0,100003735,250000,,,,,,,,,,,,,
40008152872,LV41ZZZ40008152872,"Biedrība ""JAMAIYAT PATRICIA ALKHERIA ALALAMIA""",Biedrība,JAMAIYAT PATRICIA ALKHERIA ALALAMIA,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,25/01/2010,, ,Rīga,,,,,,,,,,,,, Stabu iela 99 - 1,1009,113816811,0,100003003,10000,,,,,,,,,,,,,
44102037890,LV40ZZZ44102037890,IK Artuss,IK,Artuss,,1,K,Komercreģistrs,IK,Individuālais komersants,18/12/2017,, ,Cēsu nov.,,,,,,,,,,,,, Raiskuma pag.," """"Jaunvērpi"""""";4146;103848638;100016487;0;0427574;",,,,,,,,,,,,,,,,,
54103058571,LV67ZZZ54103058571,"Sabiedrība ar ierobežotu atbildību ""Muuv""",Sabiedrība ar ierobežotu atbildību,Muuv,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,17/03/2010,, ,Valmieras nov.,,,,,,,,,,,,, Valmiera, Rīgas iela 66,4201,102056191,100016647,100003807,250000,,,,,,,,,,,,
41502026838,,"IK ""TARA""",IK,TARA,,0,K,Komercreģistrs,IK,Individuālais komersants,24/05/2007,05/11/2012,L,Daugavpils,,,,,,,,,,,,, Ordeņa iela 232-13,5402,100003011,0,100003011,50000,,,,,,,,,,,,,
41502026927,,"IK ""Jūļema""",IK,Jūļema,,0,K,Komercreģistrs,IK,Individuālais komersants,22/06/2007,28/06/2012,L,Daugavpils,,,,,,,,,,,,, Raiņa iela 5,5401,102566567,0,100003011,50000,,,,,,,,,,,,,
40002015392,LV14ZZZ40002015392,"IK ""AHOJ""",IK,AHOJ,,0,K,Komercreģistrs,IK,Individuālais komersants,07/02/1994,07/01/2019,L,Daugavpils,,,,,,,,,,,,, Daugavas iela 106A,5401,104849104,0,100003011,50000,,,,,,,,,,,,,
40003287737,LV25ZZZ40003287737,"Sabiedrība ar ierobežotu atbildību ""PROFARM""",Sabiedrība ar ierobežotu atbildību,PROFARM,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,25/03/1996,24/04/2018,L,Rīga,,,,,,,,,,,,, Maskavas iela 40,1050,101943838,0,100003003,10000,,,,,,,,,,,,,
40203302418,LV68ZZZ40203302418,"Sabiedrība ar ierobežotu atbildību ""VIVER""",Sabiedrība ar ierobežotu atbildību,VIVER,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,19/03/2021,, ,Rēzekne,,,,,,,,,,,,," Rūpnīcas iela 5A - 2;4604;115690052;0;100003052;"""";",,,,,,,,,,,,,,,,,,
40002089495,LV52ZZZ40002089495,"IK ""PADRENT""",IK,PADRENT,,0,K,Komercreģistrs,IK,Individuālais komersants,28/02/2002,, ,Jūrmala,,,,,,,,,,,,, Meža prospekts 121 - 3,2010,116461412,0,100003036,130000,,,,,,,,,,,,,
44102037903,LV77ZZZ44102037903,IK AMBER TOUCH,IK,AMBER TOUCH,,1,K,Komercreģistrs,IK,Individuālais komersants,18/12/2017,21/12/2022,L,Valmieras nov.,,,,,,,,,,,,, Strenči, Jāņa Ziemeļnieka iela 7,4730,101199507,100016647,100003727,941817,,,,,,,,,,,,
40103151129,,"Sabiedrība ar ierobežotu atbildību ""EKOHIDROTEHNIKA UN KO""",Sabiedrība ar ierobežotu atbildību,EKOHIDROTEHNIKA UN KO,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,12/01/1995,12/12/2013,L,Rīga,,,,,,,,,,,,, Ludzas iela 2,1003,102675181,0,100003003,10000,,,,,,,,,,,,,
40002104050,LV14ZZZ40002104050,"IK ""INESE JANNO""",IK,INESE JANNO,,0,K,Komercreģistrs,IK,Individuālais komersants,04/06/2004,, ,Rīga,,,,,,,,,,,,, Hospitāļu iela 22 - 2,1013,112694395,0,100003003,10000,,,,,,,,,,,,,
40008263523,LV64ZZZ40008263523,"""Sergeja Eizenšteina 49""",,Sergeja Eizenšteina 49,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,12/04/2017,, ,Rīga,,,,,,,,,,,,, Sergeja Eizenšteina iela 49 - 3,1079,113891471,0,100003003,10000,,,,,,,,,,,,,
40203262596,LV17ZZZ40203262596,EK Stream SIA,,EK Stream,SIA,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,28/09/2020,, ,Rīga,,,,,,,,,,,,," Sporta iela 2;1013;101996295;0;100003003;"""";",,,,,,,,,,,,,,,,,,
41502026984,,"IK ""Gerzenik""",IK,Gerzenik,,0,K,Komercreģistrs,IK,Individuālais komersants,03/07/2007,14/03/2012,L,Daugavpils,,,,,,,,,,,,, Jātnieku iela 78-39,5410,110328973,0,100003011,50000,,,,,,,,,,,,,
53603027911,LV63ZZZ53603027911,"Sabiedrība ar ierobežotu atbildību ""J & G""",Sabiedrība ar ierobežotu atbildību,J & G,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,18/08/2006,12/04/2017,L,Jelgava,,,,,,,,,,,,, Raiņa iela 6,3001,101778631,0,100003028,90000,,,,,,,,,,,,,
50002113731,LV77ZZZ50002113731,"IK ""SB KONSULTANTS""",IK,SB KONSULTANTS,,0,K,Komercreģistrs,IK,Individuālais komersants,22/08/2005,, ,Rīga,,,,,,,,,,,,, Imantas iela 4A - 25,1067,112651120,0,100003003,10000,,,,,,,,,,,,,
40008287292,LV53ZZZ40008287292,"Motociklu klubs ""WCL MC COURLAND""",,"Motociklu klubs ""WCL MC COURLAND""",,1,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,09/05/2019,, ,Liepāja,,,,,,,,,,,,, Dzelzceļnieku iela 4,3401,102403554,0,100003044,170000,,,,,,,,,,,,,
40008264533,LV51ZZZ40008264533,"""Augšup""",,Augšup,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,17/05/2017,, ,Ropažu nov.,,,,,,,,,,,,, Garkalnes pag., Skuķīši, 1. līnija 29,2137,104493826,100016784,0,806000,,,,,,,,,,,
40008051217,LV14ZZZ40008051217,"Mednieku biedrība ""BĀRTAVA""",Mednieku biedrība,BĀRTAVA,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,16/05/2000,, ,Dienvidkurzemes nov.,,,,,,,,,,,,, Otaņķu pag., Rude," """"Rīti"""" - 5"";3475;116854790;100016495;0;0647980;",,,,,,,,,,,,,,,,
43601028022,LV41ZZZ43601028022,"Jelgavas rajona Elejas pagasta zemnieku saimniecība ""DALBIŅI""",Jelgavas rajona Elejas pagasta zemnieku saimniecība,DALBIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,06/08/2002,, ,Jelgavas nov.,,,,,,,,,,,,, Elejas pag.," """"Dalbiņi"""""";3023;103196976;100016534;0;0544800;",,,,,,,,,,,,,,,,,
40103569798,LV86ZZZ40103569798,"SIA ""METANTS""",SIA,METANTS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,27/07/2012,13/02/2019,L,Rīga,,,,,,,,,,,,, Imantas iela 2 - 33,1067,112493522,0,100003003,10000,,,,,,,,,,,,,
40203499444,LV40ZZZ40203499444,"Sabiedrība ar ierobežotu atbildību ""REMILAT""",Sabiedrība ar ierobežotu atbildību,REMILAT,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,03/08/2023,, ,Valmieras nov.,,,,,,,,,,,,, Valmiera," Georga Apiņa iela 8 - 52;4201;114420441;100016647;100003807;"""";",,,,,,,,,,,,,,,,,
40008089412,LV53ZZZ40008089412,"Aizkraukles novada biedrība ""Amatnieks""",Aizkraukles novada biedrība,Amatnieks,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,22/03/2005,, ,Aizkraukles nov.,,,,,,,,,,,,, Aizkraukle, Jaunceltnes iela 21,5101,101630004,100015307,100003077,320201,,,,,,,,,,,,
40008148843,LV87ZZZ40008148843,"Biedrība ""Jauniešu organizācija ""4Youth""""",Biedrība,"Jauniešu organizācija ""4Youth""",,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,02/11/2009,, ,Limbažu nov.,,,,,,,,,,,,, Limbaži, Sporta iela 2 - 36,4001,110910196,100015975,100003358,660201,,,,,,,,,,,,
40008096791,LV58ZZZ40008096791,"""Latvijas Salsas Asociācija""",,Latvijas Salsas Asociācija,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,19/12/2005,13/05/2019,L,Rīga,,,,,,,,,,,,, Skudru iela 39 k-4 - 13,1073,113861808,0,100003003,10000,,,,,,,,,,,,,
40002074339,LV21ZZZ40002074339,"Jūrmalas pilsētas R.Bikkulovas individuālais uzņēmums komercfirma ""RABIK""",Jūrmalas pilsētas R.Bikkulovas individuālais uzņēmums komercfirma,RABIK,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,19/06/1998,, ,Jūrmala,,,,,,,,,,,,, Skolas iela 16 - 10,2016,116408031,0,100003036,130000,,,,,,,,,,,,,
40003005419,LV60ZZZ40003005419,"Sabiedrība ar ierobežotu atbildību ""MODULIS 1""",Sabiedrība ar ierobežotu atbildību,MODULIS 1,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,31/05/1991,, ,Rīga,,,,,,,,,,,,, Prūšu iela 42 - 18,1057,114018658,0,100003003,10000,,,,,,,,,,,,,
40003748768,LV04ZZZ40003748768,"Sabiedrība ar ierobežotu atbildību ""Stabu 92""",Sabiedrība ar ierobežotu atbildību,Stabu 92,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,07/06/2005,, ,Rīga,,,,,,,,,,,,, Krišjāņa Barona iela 11 - 47,1050,118715894,0,100003003,10000,,,,,,,,,,,,,
41202014312,LV20ZZZ41202014312,"Feldmaņa Talsu rajona individuālais uzņēmums ""KLAIPI""",Feldmaņa Talsu rajona individuālais uzņēmums,KLAIPI,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,16/06/1998,, ,Talsu nov.,,,,,,,,,,,,, Valdgales pag.," """"Veikala ēka"""""";3253;100014065;100016390;0;0889200;",,,,,,,,,,,,,,,,,
54103036061,LV35ZZZ54103036061,"Sabiedrība ar ierobežotu atbildību ""MIGAPE""",Sabiedrība ar ierobežotu atbildību,MIGAPE,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,29/06/2005,17/05/2017,L,Kocēnu nov.,,,,,,,,,,,,, Kocēnu pag., Rubene, Kalna iela 6 - 9,4227,110139988,100016294,0,966400,,,,,,,,,,,
50203499431,LV38ZZZ50203499431,"SIA ""TAROMAGIJA.LV""",SIA,TAROMAGIJA.LV,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,03/08/2023,, ,Preiļu nov.,,,,,,,,,,,,, Preiļi," Nikodema Rancāna iela 8 - 7;5301;110064063;100016727;100003518;"""";",,,,,,,,,,,,,,,,,
40203490248,LV12ZZZ40203490248,"Sabiedrība ar ierobežotu atbildību ""VS&WG""",Sabiedrība ar ierobežotu atbildību,VS&WG,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,12/06/2023,, ,Jelgavas nov.,,,,,,,,,,,,, Ozolnieku pag., Ozolnieki," Skolas iela 4B;3018;104560602;100016534;0;"""";",,,,,,,,,,,,,,,,
50203219311,LV91ZZZ50203219311,"Sabiedrība ar ierobežotu atbildību ""BISCO""",Sabiedrība ar ierobežotu atbildību,BISCO,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/07/2019,, ,Jelgava,,,,,,,,,,,,, Brīvības bulvāris 28 - 29,3004,111089514,0,100003028,90000,,,,,,,,,,,,,
49201006077,LV22ZZZ49201006077,"Arbidānes zemnieku saimniecība ""ROŅI""",Arbidānes zemnieku saimniecība,ROŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,02/06/1992,14/06/2016,L,Jaunpils nov.,,,,,,,,,,,,, Jaunpils pag., Veclauki," """"Roņi"""""";3145;102864263;100015870;0;0905600;",,,,,,,,,,,,,,,,
40008232129,LV19ZZZ40008232129,Latvijas Marka,,Latvijas Marka,,1,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,09/01/2015,, ,Rīga,,,,,,,,,,,,, Astras iela 11,1002,101856324,0,100003003,10000,,,,,,,,,,,,,
48701008808,LV76ZZZ48701008808,"Valles pagasta M.Kalniņas zemnieku saimniecība ""MEŽMALAS""",Valles pagasta M.Kalniņas zemnieku saimniecība,MEŽMALAS,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,27/11/1992,09/05/2019,L,Vecumnieku nov.,,,,,,,,,,,,, Kurmenes pag.," """"Mežmalas"""""";5132;100010082;100016325;0;0326200;",,,,,,,,,,,,,,,,,
40203077157,LV21ZZZ40203077157,"SIA ""Future Form""",SIA,Future Form,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,22/06/2017,08/09/2020,L,Ādažu nov.,,,,,,,,,,,,, Ādaži, Ozolu iela 9,2164,102116508,100015493,0,804400,,,,,,,,,,,,
40103771879,LV52ZZZ40103771879,"Sabiedrība ar ierobežotu atbildību ""Empross""",Sabiedrība ar ierobežotu atbildību,Empross,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,21/03/2014,, ,Mārupes nov.,,,,,,,,,,,,, Salas pag., Varkaļi," """"Sniedzes"""""";2105;104516698;100016583;0;0804988;",,,,,,,,,,,,,,,,
45402007165,,"Sabiedrība ar ierobežotu atbildību ""LIEPZIEDS V.V.""",Sabiedrība ar ierobežotu atbildību,LIEPZIEDS V.V.,,0,U,Uzņēmumu reģistra žurnāls,SIA,Sabiedrība ar ierobežotu atbildību,31/05/1996,03/12/2003,L,Jēkabpils rajons,,,,,,,,,,,,, Kūku pagasts, Zīlāni, Laukezera iela 4,5222,101535110,0,0,567000,,,,,,,,,,,
55402008251,,Jēkabpils rajona J.Asmja individuālais uzņēmums,Jēkabpils rajona J.Asmja individuālais uzņēmums,,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,01/04/1997,06/06/2003,L,Jēkabpils rajons,,,,,,,,,,,,, Rubenes pagasts," """"Vējiņi"""""";5229;103508605;0;0;0568200;",,,,,,,,,,,,,,,,,
40002113759,LV62ZZZ40002113759,"IK ""INSTALL""",IK,INSTALL,,0,K,Komercreģistrs,IK,Individuālais komersants,23/08/2005,, ,Rīga,,,,,,,,,,,,, Tadaiķu iela 1 - 15,1058,113497927,0,100003003,10000,,,,,,,,,,,,,
43603035175,LV34ZZZ43603035175,"SIA ""KARLO PROJEKTI""",SIA,KARLO PROJEKTI,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,06/03/2008,, ,Mārupes nov.,,,,,,,,,,,,, Mārupe," Grīvas iela 6;2167;105154501;100016583;100003815;"""";",,,,,,,,,,,,,,,,,
40003657755,LV54ZZZ40003657755,"Sabiedrība ar ierobežotu atbildību ""JUNVIS""",Sabiedrība ar ierobežotu atbildību,JUNVIS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,17/12/2003,02/12/2015,L,Rīga,,,,,,,,,,,,, Krišjāņa Barona iela 34,1011,101844295,0,100003003,10000,,,,,,,,,,,,,
40103942320,LV19ZZZ40103942320,"SIA ""ROOFERS RIGA""",SIA,ROOFERS RIGA,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,29/10/2015,15/08/2023,L,Rīga,,,,,,,,,,,,, Zemes iela 11 - 97,1082,115059022,0,100003003,10000,,,,,,,,,,,,,
44103124733,LV10ZZZ44103124733,"Sabiedrība ar ierobežotu atbildību ""Go Fitness""",Sabiedrība ar ierobežotu atbildību,Go Fitness,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/08/2019,, ,Rīga,,,,,,,,,,,,," Skanstes iela 7 k-1;1013;105577068;0;100003003;"""";",,,,,,,,,,,,,,,,,,
40002170821,LV39ZZZ40002170821,"IK ""Tavs Stils""",IK,Tavs Stils,,0,K,Komercreģistrs,IK,Individuālais komersants,12/02/2014,02/06/2015,L,Ropažu nov.,,,,,,,,,,,,, Zaķumuiža," """"Straumēni 2""""-27"";2133;117752695;100015444;0;0808400;",,,,,,,,,,,,,,,,,
40002107733,LV95ZZZ40002107733,"Individuālais komersants ""Auto from Italy""",Individuālais komersants,Auto from Italy,,0,K,Komercreģistrs,IK,Individuālais komersants,26/11/2004,02/12/2015,L,Tukuma nov.,,,,,,,,,,,,, Tukums, Taisnā iela 22,3104,101218347,100016261,100003671,900100,,,,,,,,,,,,
44102003288,LV87ZZZ44102003288,"G.Razminoviča individuālā firma ""LĪVA""",G.Razminoviča individuālā firma,LĪVA,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,01/02/1993,06/10/2014,L,Mazsalacas nov.,,,,,,,,,,,,," Ramatas pag.;"""";100014588;100016036;0;0967600;",,,,,,,,,,,,,,,,,,
40002113481,LV02ZZZ40002113481,"Individuālais komersants ""Sapņu Darbnīca""",Individuālais komersants,Sapņu Darbnīca,,0,K,Komercreģistrs,IK,Individuālais komersants,09/08/2005,04/09/2018,L,Rīga,,,,,,,,,,,,, Tvaika iela 48 - 54,1005,113153036,0,100003003,10000,,,,,,,,,,,,,
40008244838,LV62ZZZ40008244838,"""Clear Vision""",,Clear Vision,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,26/11/2015,, ,Rīga,,,,,,,,,,,,, Ernesta Birznieka-Upīša iela 27 - 3A,1011,118351932,0,100003003,10000,,,,,,,,,,,,,
40203416279,LV42ZZZ40203416279,SIA Desir Savoir,SIA,Desir Savoir,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,28/07/2022,, ,Rīga,,,,,,,,,,,,," Brīvības gatve 204B;1039;103156040;0;100003003;"""";",,,,,,,,,,,,,,,,,,
40008244880,LV92ZZZ40008244880,"""Vārnu 11""",,Vārnu 11,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,27/11/2015,, ,Rīga,,,,,,,,,,,,, Vārnu iela 11 - 8,1009,113661850,0,100003003,10000,,,,,,,,,,,,,
40003684965,LV62ZZZ40003684965,"Sabiedrība ar ierobežotu atbildību ""NORD CONSULTING""",Sabiedrība ar ierobežotu atbildību,NORD CONSULTING,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,11/06/2004,17/05/2017,L,Rīga,,,,,,,,,,,,, Atlantijas iela 6 - 78,1015,111946756,0,100003003,10000,,,,,,,,,,,,,
40002113833,LV04ZZZ40002113833,IK PEDAGOĢISKĀS MEISTARĪBAS SKOLA,IK PEDAGOĢISKĀS MEISTARĪBAS SKOLA,,,0,K,Komercreģistrs,IK,Individuālais komersants,24/08/2005,, ,Ķekavas nov.,,,,,,,,,,,,, Baldone, Zīļu iela 15 - 6,2125,118129748,100016470,100003542,800605,,,,,,,,,,,,
40103658013,LV19ZZZ40103658013,"Sabiedrība ar ierobežotu atbildību ""ARTSAN""",Sabiedrība ar ierobežotu atbildību,ARTSAN,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,10/04/2013,04/09/2018,L,Rīga,,,,,,,,,,,,, Ģertrūdes iela 44C,1011,106705297,0,100003003,10000,,,,,,,,,,,,,
40203470167,LV66ZZZ40203470167,"SIA ""MUSKAT""",SIA,MUSKAT,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,16/03/2023,, ,Rīga,,,,,,,,,,,,," Hospitāļu iela 30 - 35;1013;112692535;0;100003003;"""";",,,,,,,,,,,,,,,,,,
40203429146,LV87ZZZ40203429146,fresh.club SIA,,fresh.club,SIA,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,26/09/2022,, ,Rīga,,,,,,,,,,,,," Maskavas iela 10;1050;102675300;0;100003003;"""";",,,,,,,,,,,,,,,,,,
45402008423,,"Jēkabpils I.Pleiko individuālais uzņēmums ""EDAKO""",Jēkabpils I.Pleiko individuālais uzņēmums,EDAKO,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,27/05/1997,09/06/2003,L,Jēkabpils,,,,,,,,,,,,, Sēlijas iela 2a,5201,101523916,0,100003237,560100,,,,,,,,,,,,,
45402008902,,"Aizkraukles R.Miķelsona individuālais uzņēmums ""MRB""",Aizkraukles R.Miķelsona individuālais uzņēmums,MRB,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,09/12/1997,30/12/2003,L,Aizkraukle,,,,,,,,,,,,, Skolas iela 2-31,5101,115462740,0,100003077,320201,,,,,,,,,,,,,
48502013339,LV15ZZZ48502013339,"IK ""Inga Kobilinska""",IK,Inga Kobilinska,,0,K,Komercreģistrs,IK,Individuālais komersants,09/12/2013,, ,Dobeles nov.,,,,,,,,,,,,, Auru pag., Gardene, Priežu iela 20 - 36,3701,115543824,100015813,0,460246,,,,,,,,,,,
45402009630,,"Pļaviņu J.Pavlova individuālais uzņēmums ""ZIRNIS""",Pļaviņu J.Pavlova individuālais uzņēmums,ZIRNIS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,10/09/1998,09/04/2003,L,Aizkraukles rajons,,,,,,,,,,,,, Pļaviņas, Pasta iela 6,5120,101637314,0,100003093,321300,,,,,,,,,,,,
45402009931,,"Jēkabpils pilsētas I.Karpova individuālais uzņēmums komercfirma ""LUTERA""",Jēkabpils pilsētas I.Karpova individuālais uzņēmums komercfirma,LUTERA,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,21/12/1998,14/10/2003,L,Jēkabpils,,,,,,,,,,,,, Ābeļu iela 20,5201,101502781,0,100003237,560100,,,,,,,,,,,,,
45402011014,,"Jēkabpils I.Rancānes individuālais uzņēmums ""VIDUSDAUGAVAS REĢIONĀLAIS DATORU CENTRS""",Jēkabpils I.Rancānes individuālais uzņēmums,VIDUSDAUGAVAS REĢIONĀLAIS DATORU CENTRS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,11/05/2000,28/03/2003,L,Jēkabpils,,,,,,,,,,,,, Dzelzceļa iela 17-4,5204,110405672,0,100003237,560100,,,,,,,,,,,,,
44102037918,LV60ZZZ44102037918,"IK ""MADIS noma""",IK,MADIS noma,,0,K,Komercreģistrs,IK,Individuālais komersants,21/12/2017,, ,Valmieras nov.,,,,,,,,,,,,, Valmiera, Rubenes iela 44,4201,102056288,100016647,100003807,250000,,,,,,,,,,,,
44102037922,LV49ZZZ44102037922,"Individuālais komersants ""MIND LABYRINTH WOODWORKS""",Individuālais komersants,MIND LABYRINTH WOODWORKS,,0,K,Komercreģistrs,IK,Individuālais komersants,05/01/2018,, ,Alūksnes nov.,,,,,,,,,,,,, Alūksne, Ganību iela 22,4301,104205003,100015694,100003108,360201,,,,,,,,,,,,
50203250461,LV31ZZZ50203250461,SIA SAKNE GROUP,SIA,SAKNE GROUP,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,14/07/2020,, ,Krāslavas nov.,,,,,,,,,,,,, Bērziņu pag., Punduri, Kalnu iela 12 - 3,5697,116741453,100016743,0,601050,,,,,,,,,,,
45403041340,LV47ZZZ45403041340,"Sabiedrība ar ierobežotu atbildību ""Bahuss NS""",Sabiedrība ar ierobežotu atbildību,Bahuss NS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,10/10/2014,, ,Rīga,,,,,,,,,,,,, Slokas iela 52,1007,101135452,0,100003003,10000,,,,,,,,,,,,,
50203388691,LV90ZZZ50203388691,SIA GALASO,SIA,GALASO,,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,23/03/2022,, ,Rīga,,,,,,,,,,,,," Katoļu iela 9 - 98;1003;111304097;0;100003003;"""";",,,,,,,,,,,,,,,,,,
40003957781,LV16ZZZ40003957781,"Sabiedrība ar ierobežotu atbildību ""DEMOS SERVISS""",Sabiedrība ar ierobežotu atbildību,DEMOS SERVISS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,25/09/2007,30/11/2015,L,Rīga,,,,,,,,,,,,, Mūkusalas iela 29,1004,105300874,0,100003003,10000,,,,,,,,,,,,,
